"ASIANPAINT","BAJAJ-AUTO","BAJAJFINSV","ADANIPORTS","AXISBANK","BAJFINANCE","BHARTIARTL","BPCL","BRITANNIA","CIPLA","COALINDIA","DRREDDY","EICHERMOT","GAIL","GRASIM","HCLTECH","HDFC","HDFCBANK","HEROMOTOCO","HINDALCO","HINDUNILVR","ICICIBANK","INDUSINDBK","INFY","IOC","ITC","JSWSTEEL","KOTAKBANK","LT","M&M","MARUTI","NESTLEIND","NTPC","ONGC","POWERGRID","RELIANCE","SBIN","SHREECEM","SUNPHARMA","TATAMOTORS","TATASTEEL","TCS","TECHM","TITAN","ULTRACEMCO","UPL","VEDL","WIPRO","ZEEL"
2197.8,2947.35,5667.25,364.4,508.1,3453.25,433.35,348.65,3572.25,770.25,113.95,5099.4,2118.25,84.2,779.1,847.25,2041.35,1233.1,2911.95,174.45,2176.7,409.95,614,1090.85,78.1,167.2,308.95,1587.65,981.95,597.15,7158.4,17229.85,89.45,66.85,173.5,2034.5,194.65,21734.35,470.45,135.65,411,2630.15,828.65,1231.8,4566.95,438.55,102.5,334.05,187.65
2159.55,2944.05,5642.35,353.65,504.7,3370.8,451.85,345.45,3541.7,765.25,112.7,4951,2135,83.1,777.25,829.6,1968.9,1209.6,2946.2,170.45,2164.35,396.05,592.85,1076.55,78.05,165.5,305.85,1551.35,982.85,604.15,7186.05,17119.15,88.1,66.35,172.85,2011.45,190.45,21361.2,463.4,134.8,402.3,2622.2,804.3,1217,4469.3,450.75,95.4,335.65,181.4
2225.45,2925.35,5623.95,342.7,493.85,3380.05,450.8,341.8,3532.65,762.3,110.85,4941.95,2136.85,83.45,770.2,840.05,1934.3,1187.2,2894,167.9,2122.1,399.9,588.7,1074.85,78.4,163.85,306.8,1570.9,934.5,591.95,7117.7,16870.6,86.5,64.4,171.6,2026.9,188.7,21677,456.35,131.9,401.4,2632.65,804.25,1178.2,4576.8,450.25,95.45,337.45,179.1
2211.5,2886.9,5573.5,359.85,492.5,3309,433.75,354.45,3473.25,754.5,114.2,4888.65,2085.6,84.75,778.35,841.95,1923.55,1183.55,2799.8,170.65,2071.3,392.6,585.7,1060.6,79.55,165.25,309,1547.4,929.5,594,6965.15,17161.6,87.6,64.9,171,2054.5,189.25,21694.55,465.75,132.65,410.55,2664.85,813.3,1165.75,4574.05,453.25,95.75,340.7,187.9
2172.85,2843.7,5701.45,356.9,522.65,3419.8,457.4,346.4,3420.3,751.25,115.7,4858.65,2029.65,83.95,787.85,822.4,2040.8,1215.25,2835.65,170.75,2072,417.45,628.35,1072.3,78.2,166.75,309.35,1580.7,929.3,596.05,6868.35,17114.95,89.2,65.7,173.05,1877.45,196.05,21671.35,469.4,132.85,402.85,2604.6,814.65,1168.5,4550.8,445.35,94.7,334.8,183.45
2154.65,2914.85,5743.6,353.65,534.15,3490.8,454.6,350.85,3403.65,759.3,116.5,4877.35,2095,83.95,791.15,814.05,2130.95,1247.95,2937.4,179.75,2055.7,443.85,646.6,1062.55,78,170.1,314.75,1593.6,947.75,595.8,6913.35,16892.5,85.95,66.3,179.95,1850.4,204.75,21876.1,485.6,134.1,406.9,2633.6,808.1,1199.95,4549.55,417.05,94.85,335.65,182.05
2169.45,2926.1,5811.85,361.1,525.15,3561.45,453.05,348.85,3470.7,781.15,114.8,4935.6,2097.4,83.35,783.1,815.15,2088.2,1257.4,2968,176.5,2060.05,437.05,678.05,1093.95,77.95,169.8,317.85,1630.7,939.85,596.8,6954.05,16997.1,85.1,66.45,177.1,1913.2,207,21910.35,504.65,135.9,403.9,2653.15,826.85,1215.65,4531.6,401.35,92,342.95,181.85
2238.3,2949.3,6055.15,368.65,539.3,3736.9,457.3,366.3,3499.25,793.5,119.85,4958.5,2119.8,87.45,804.4,842.9,2100.7,1269.2,2944.35,187.35,2102.35,438.5,714.4,1104,79.8,174.75,327.7,1675.45,958.1,602.1,7092.8,17221.3,86.8,67.6,179.05,1955,218.65,22239.4,512.5,137.65,425.5,2685.7,840.7,1242.1,4617.9,418.4,94.25,345.4,190.5
2209.05,2977.4,6286.45,371.1,541.75,3780.75,449.9,362.45,3513.55,789.95,121.8,4902.95,2139.05,85.8,794.35,850.1,2138.45,1307.65,2945.45,188.15,2094.15,442.8,738.65,1112.75,80.25,173.95,326.45,1718.05,960.75,613.6,6907.6,17006.65,87.3,68,178.45,2029.15,219.2,22053.05,509.15,139,426.5,2707.45,851.15,1253.5,4556,422.4,94.75,345.75,193.1
2225.2,3001.95,6283.35,367.05,565.05,3865,471.8,375.55,3548.3,763.2,121.75,4879.65,2192.85,86.5,792.15,855,2152.1,1340.55,2954.25,194.7,2132.55,462.7,775.45,1136.55,81.2,172.8,333.1,1728.15,965.85,616.35,6872.15,17332,89.45,68.45,184.05,2050.7,219.5,22604.7,510.15,141,438.3,2726.6,872.75,1285.05,4625.25,426.75,98.8,351.95,191.65
2199.75,2997.5,6687.65,366.75,583.6,4208.55,466.4,382.8,3508.35,717.3,124.8,4698,2234.85,90.2,789.5,809.7,2272.1,1393.65,2951.25,192.35,2136.6,483.85,835.2,1091.05,84.25,178.35,334.8,1752.95,1033.7,619.95,6793.45,16604.75,91.5,70.75,185.9,2084.55,231.7,22762.8,490.9,146,441.9,2649.6,821.3,1305.4,4719.55,432.8,99.75,342.3,193.1
2181.7,3023.1,6944.8,371.6,608.65,4268.8,478.6,394,3492.75,742.35,125.85,4882.15,2326.7,92.95,803.1,826.05,2324.3,1389.95,3060.15,204.05,2131.15,486.55,787.95,1122.5,85,185.3,342.75,1807.85,1059.45,633.2,6857.35,16697.6,92.9,72.35,189.65,1997.2,234.2,22867.55,506.05,150.95,473.95,2687.8,837.5,1274.7,4823.8,435.7,101.9,346.75,195.3
2171.8,3017.45,7026.2,368.05,599.7,4298.3,479.85,394.65,3515.3,739.7,122.1,4826.85,2350.75,93.05,826.95,824.7,2332.1,1371.7,3085.8,208.6,2192.1,476.7,769.2,1117.75,85.3,188,338,1754.75,1073.2,632.7,6836.85,16718.6,90.8,71.55,189.5,1980,226.8,23441.6,509.25,151.2,473.15,2671.05,843.25,1278.1,4846.1,429.6,103.45,345.55,198.45
2179.95,3040.75,7261.1,365.5,610.35,4376.05,475.75,394,3514.45,744.65,125.9,4856.9,2514.6,92.8,841.35,828.1,2306.75,1358.8,3128.9,210.55,2185.35,485.55,768.55,1124.2,84.75,187.1,343.2,1763.3,1051.5,629.85,6809.25,16825.65,91.45,72.15,188.85,1996.4,229.45,23435.5,508.45,146.35,486.55,2656.85,838.85,1288.45,4899.75,425.35,107.5,344.15,192.65
2184.6,3041.9,7335.55,366.1,613.15,4374.8,481.5,412.85,3527.35,745.75,127.1,4872.05,2540.55,93.5,838.6,830.5,2311.25,1369.7,3115.7,209.3,2187.7,486.9,770.45,1133.45,86.65,188.6,341.95,1770.55,1059.2,631.35,6852.25,16838.15,90.9,72.65,188,2002.3,229.65,23363.25,514,148.85,492.2,2670.35,840.15,1286.8,4908.2,429.25,108.05,345.45,193.1
2187.65,3045.15,7365.35,379.65,628.8,4488,484.55,394.65,3509.8,742.55,128.7,4784.15,2541.7,93.55,842.9,815,2349,1408.45,3031.3,213.55,2177.6,486.4,784.15,1123.7,84.95,187.35,340.95,1796.65,1080.9,637.25,6981.45,16982.85,88.7,71.3,186.8,1993.25,240.2,23989.75,518.4,158,522.7,2666.05,845.25,1301.95,4909.05,429.65,107.35,348.7,189.55
2195.75,3037.9,7789.95,391.1,636.3,4653.75,478.4,383.05,3500.35,742.95,128.25,4703.8,2614.15,93.95,848.95,814.3,2364.9,1408.7,2983,219.35,2132.1,497.65,828.3,1110.55,85.25,184.05,342.6,1830.6,1148.15,705.75,7054.3,16872.6,88.3,71.95,185.4,1987.2,252,24069.25,513,173.5,517.2,2626.65,836.1,1280.1,4927.5,426.3,108.9,345.3,190.5
2161.7,3034.25,7823.4,381.9,611.5,4536.55,468.55,383.7,3511.35,742.1,122.05,4707.7,2551.25,93.65,836.75,804.55,2324.6,1374.35,2988.5,213.85,2130.75,478.75,818,1096.75,84.7,187.9,331.2,1826.35,1134.25,703.9,6963.3,16934.15,89.8,72.15,189.8,1973.15,239.75,23661.65,507.35,167.95,523.6,2636.9,822.9,1292.45,4778,416.5,112.1,342.6,186.35
2166.55,3058.55,8542.6,375.85,607.85,4715.85,483.7,383.3,3552.1,739.9,121.45,4670.95,2590.65,97.45,856,819.25,2334.8,1403.65,2998.65,215.55,2120.25,480.2,811,1103.35,84.85,191.7,336.15,1889.4,1132.3,715.6,6965.85,17460.4,91.8,71.65,191.85,1899.5,242.75,23948.7,503.25,169.1,532.9,2660.25,837.55,1365.15,4862.55,420.4,111.05,346.3,185.5
2186.25,3077.75,8774.35,375.15,595.6,4811.45,477.25,394.45,3557.4,746.3,122.75,4828.75,2597.35,100.9,854.6,839.2,2250.8,1394.6,3059.75,218.05,2129.4,468.25,849.75,1139.85,86.45,190.85,337.75,1897.85,1125.85,705.45,6987.75,17786.4,93.65,76.5,194.75,1950.7,238.7,24465.3,512.85,170.7,543.1,2724.25,865.75,1347.6,4889.5,426.45,113.05,355.85,187.2
2207.9,3095.7,8859.7,392.25,619.65,4810.65,474.25,389.75,3562.25,748.45,123.25,4915.5,2693.3,100.3,853.25,840.5,2217.7,1438.2,3074.15,226,2157.35,478.2,853.7,1140.05,86.15,195.55,340.85,1924.9,1135.5,729.35,7158.4,17677.6,94.15,76.1,194.5,1964.05,243.85,24243.55,520.15,172.05,548.3,2722.05,877.65,1327.15,4873.2,427.45,115.8,355.5,188.3
2154.3,3051.25,8717.75,398.95,599.85,4689.75,464.1,382.05,3555.8,731.65,123.95,4806.3,2595.1,102.3,843.1,824.7,2191.35,1402.8,3008.75,223.45,2135.85,472.7,855.05,1115.65,85.75,193.85,338.25,1862.45,1116,719.95,7055.7,17520.2,93.95,80.8,195.3,1947.8,243,23698.8,506.2,171.45,541.25,2701.3,862.25,1306.95,4819.85,418.6,114.05,350,188.4
2155.3,3129.2,8806.7,410.15,612.55,4821.25,468.4,378,3548.75,738.7,125.05,4901.35,2549.2,102.75,877.4,842.05,2238.4,1426.65,3024.55,229.9,2154.2,475.3,850.55,1113.2,85.6,194.8,359.2,1889.1,1118.85,728.5,6994.25,17741.95,94.1,80.2,197.65,1952.6,245.45,24381.15,511.7,173.75,568.4,2720.6,857.05,1327.4,4834.15,420.55,118.8,354.85,189.75
2215.3,3173.55,8758.8,411.55,601.6,4908.8,463.25,373,3637.95,745.6,125.55,4828.95,2534.65,102.65,875.75,822.1,2256.25,1440.85,3108.85,226.35,2138.2,473.35,857.65,1100,84.6,193.65,350.2,1907.1,1122.4,722,7035.8,17888.95,94.7,78.5,192.4,1929.8,244.25,24306.35,511.65,180.35,577.35,2679.65,876.85,1361.2,4802,417.7,120.75,350.5,192.75
2230.05,3243.65,8746.55,423.8,603.65,4861.1,479.45,379.3,3629.35,755.6,126.4,4830.4,2532.7,110.7,907.8,834.1,2306.95,1433.3,3110.25,229.3,2133.05,485.1,895.5,1137.85,85.85,194.4,358.15,1875.85,1115.95,734.55,7101.7,17418.15,93.75,81.55,192.35,1954.9,248.05,24908.4,539.35,179.75,585.8,2726.8,907.3,1341.1,4910.5,433.05,121.55,352.85,195.65
2315.85,3338.15,8802.2,438.2,608.1,4823.9,484.9,384.5,3597,758.35,129.75,4850.25,2532.5,116.7,915.5,843.15,2276.35,1406.95,3126.2,231.85,2139.3,480.45,897.3,1140.9,88.4,195.95,368.4,1814.2,1113.75,753.6,7206.5,17266.45,94.8,84.85,194.15,1958.15,246.95,24635.7,544.65,183.6,604.35,2749.55,908.7,1389,4933.1,441.95,124.15,358.9,197.75
2411.4,3294.4,9114.05,435.8,602.7,4867.45,479.9,393.9,3635.95,762.15,133.45,4923.05,2549.5,118.25,910.05,862.2,2253.95,1377.2,3139.85,242,2127.75,481.85,896.25,1126.45,89.9,196.2,370.85,1821,1125.15,745.85,7739.1,17492.15,98.55,88.7,193.45,1964.05,256.3,24905.15,548.25,184.85,620.9,2709.45,915.15,1418.5,4893.5,454.75,126.4,360.3,204.5
2438.75,3311.4,9052.45,453.7,614.5,4875.35,493.75,392.3,3648.2,766.95,133.3,4908.55,2553.5,119.8,931.5,858.5,2245.9,1385.6,3180.45,252.7,2184.2,502.05,913.65,1134.65,90.4,198.2,370.4,1846.25,1149.5,750.55,7803.15,17828.7,98.55,89.85,194.35,1946.75,263.5,24912.85,569.05,184.15,622.7,2727.55,923.1,1437.15,5091.4,455.7,128.95,360.8,206.85
2472.55,3319.55,9051.95,471.5,619.25,4829.45,508.95,395,3628.95,773.15,136.8,5029.1,2561.15,122.4,937.7,855.3,2303.8,1372.25,3174.05,251.25,2256.15,510.45,935.15,1143.5,91.7,203.15,365,1820.55,1169.7,752.3,7743.4,17562.55,99.75,91.55,193.5,1958.2,269.6,24954.15,582.3,183.55,614.55,2737.7,944.3,1425.3,5056.5,475.95,132.05,358.45,215.8
2438.9,3326.2,8969.4,463.35,620.65,4792.15,503.6,390.45,3645.4,766,134.25,5015.2,2548.2,121.75,925.8,863.8,2309.75,1376.3,3167.95,245.7,2260,508.4,916.7,1153.35,91.05,202.45,362.65,1833.8,1171.4,754,7762.7,17519.45,98.2,90.75,191.6,1993.75,271.9,24775.75,568.7,181.8,613.45,2797.3,932.3,1427.85,5217.75,472.8,136.25,363.7,212.75
2522.3,3306.55,9010.65,463.9,634.2,4844.15,503.05,395.15,3627.1,762.4,134.7,5056.9,2547.25,122.5,920.25,870.55,2306.7,1407.2,3190.7,241,2292.2,511.5,928.5,1175.2,93.95,205.4,361.85,1883.55,1181,755,7709.25,17569.15,98.3,91.2,192.7,2026.95,270.35,24420.7,569.55,182.7,609.35,2810.8,929.5,1426.15,5144.8,492.6,143.55,359.5,215.55
2526.05,3290.85,9028.85,471,627.05,4794.8,505.15,399.3,3739.75,762.75,134.85,5053.1,2492.65,120.05,909.5,866.75,2289.1,1385.85,3194.3,242.7,2350.45,506.95,915.85,1167.75,92.45,212.7,362.3,1903.3,1190.35,736.15,7736,18352.7,97.15,91.65,192.75,2007,269.55,23758.1,565.2,177.6,610.1,2784.3,927.3,1424.2,4964.3,438.45,144.1,355.9,212.5
2520.95,3327.65,8995.05,466.3,613.25,4843.85,504.4,397.4,3732.75,755.85,138.25,5016.95,2470.8,125.85,902.25,862.25,2295.9,1382.8,3185.3,243.65,2374.75,515.45,923.75,1163.2,93.85,216.3,359.65,1920.4,1194.3,727.55,7733.55,18401.1,102.4,96.8,193.1,2005.8,272.45,23805,568.1,178.85,621.7,2783.6,919.4,1442.4,5015,435,146.5,353.5,212.7
2548.15,3289,8933.5,467,615.9,4898.65,503.05,405.45,3776.95,789.3,143.35,5022.8,2400.45,125.45,911.45,873,2302.65,1372.15,3113.65,246.35,2370.75,525.8,921.25,1164.55,96.2,215.9,357.5,1939.35,1249.65,711.7,7696.8,18591.8,104.6,101.5,194.3,1991.3,274.2,23722.2,576.25,177.65,626.75,2797.7,909.4,1463.45,5073.75,442.15,146.65,349.35,215.4
2527.45,3271.65,9296.95,475.75,607.1,5122.5,504.2,398.6,3765.55,781.65,143.1,5031.35,2475.2,125.25,912,886,2350.35,1391.3,3112.35,244.55,2320.05,518.05,926.75,1154.6,95.45,213.55,365.9,1951.15,1246.25,717.95,7765.25,18189.9,105.85,100.45,192.8,1974.35,270.65,24259.65,571.65,178.9,635.35,2761.55,927.05,1468.75,5156.85,448.8,145.75,352.7,232
2582.45,3303.5,9257.7,475.55,606.1,5146.6,516.2,399.6,3752.6,786.8,145.5,5038.95,2470.1,124.4,914.8,885.05,2424.65,1410.7,3117.5,251.45,2343.95,512.45,921.8,1165.7,96.35,214,370.6,1952.55,1268.25,731.95,7796.35,18323.45,104.9,102.9,196.2,1976.55,269.4,24259.1,576.6,182.55,643.4,2814.2,921.55,1504.45,5113,459.65,148,358.4,231.9
2575.05,3270.45,9294.1,467.75,605.4,5286.7,515.1,395.4,3729.75,783.2,143.45,5072.85,2466.6,123.9,912.7,879.35,2494.6,1441.8,3112.65,245.85,2315.3,510.4,935.8,1159.2,95.4,213.05,366.2,1965.45,1278.8,730.65,7694,18305.35,104.45,101.5,193.3,1985.6,267.7,24510.4,571.35,181.7,635.3,2838.2,930.1,1501.95,5171.8,455.4,146.5,356.9,225.9
2601.5,3347.55,9215.6,463.3,609.5,5252.5,510.65,393.85,3720.5,793.45,141.7,5228.75,2480.95,125.05,909.65,890.65,2479.4,1411.35,3135.3,249.9,2333.45,517.15,905.2,1189.8,93.95,214.5,364.2,1949.35,1281.55,733.6,7559.75,18362.75,103.75,99,193.9,1991.55,271.45,24574.4,575,180.55,631.25,2861,933.8,1519.35,5152.5,460.3,147.4,363.55,225.25
2554.65,3238.25,8846.75,444.25,582.5,5041.85,490.9,367.35,3624.05,778.5,132.95,5068.55,2396.4,114.7,877.35,870.45,2414.8,1372.65,2994.1,232.3,2305.95,494.5,842.7,1177.3,87.1,202.95,353.5,1920.85,1234.85,685.95,7376.1,18192.6,97.5,89.85,185.5,1939.7,254.7,23717.5,552.55,164.55,595.85,2820.15,906.85,1471.65,5007.85,437.3,133.65,353.95,212.65
2600.8,3265.3,8938.85,468.65,589.75,5011.4,500.3,372.5,3630.4,795,135.5,5161.8,2446.7,118.5,885.2,913.8,2403.65,1373.1,3049.1,231.9,2311,500.3,840.7,1220.5,87.95,203.4,361.95,1902.95,1262.7,695.05,7395.4,18553.55,98.9,90.55,190.3,1936.7,257.45,23916.7,568.3,164.95,601.35,2872.5,944.65,1498.8,5021.3,444.65,139.1,364.2,214.55
2642.55,3309.65,9013.25,470.75,592.45,5088.9,507.2,374.4,3625.35,824.65,135.05,5224.1,2446.7,118.25,902,922.6,2403.05,1375.65,3040.05,236.2,2370.35,503.6,855.35,1253.05,88.15,207.75,366.85,1920.75,1264.8,711.5,7449.95,18732.7,98.55,90.8,189.95,1943.85,263,23894.4,574.6,169.2,621.4,2908.75,948.15,1490.85,5033.95,451.95,150.45,385.55,217.1
2648.25,3374.75,8992.55,478.55,610.2,5184.9,517.3,377.55,3618.25,833.2,136.25,5201.8,2436.75,120.15,897.15,919.35,2455.15,1397.1,3073.1,236.95,2402.25,513.55,852.8,1236.05,90.25,208.6,366.25,1960.6,1262.2,710.9,7446.05,18566.35,99.95,93.15,190,1994.15,266.85,23826.75,590.45,175.95,622.3,2909.35,947.25,1495.9,5044.75,449.4,162.85,382.2,217.3
2683.9,3414.7,8995.05,483.55,617.65,5204.1,521.6,382.75,3603.55,830.15,137.65,5201.8,2451.35,122.65,906.65,921.8,2476.45,1412.85,3082.6,239.9,2388.9,520.1,866.95,1240.3,91.7,209.5,386.6,1988.9,1289.4,710.95,7483,18597.35,100.45,93.8,191.55,2003.3,275.2,23715.55,586.95,186.35,632.65,2929.4,947.1,1543.55,5142.15,453.4,163.45,382.9,220.15
2696.8,3431.55,8976.05,483.4,630.2,5200.5,520.25,381.5,3593.3,827.95,135.1,5165.6,2460.55,123.75,909.5,935.9,2518.95,1427.2,3074,235.6,2384.3,528.8,912.9,1250.3,91.2,211.55,381.8,1999.3,1284.85,707.05,7452.35,18262.65,98.6,93.15,189.7,1990.05,277.9,23839.65,590.6,183.45,632.2,2930.5,965.65,1540.1,5146.75,454.7,160.1,385,218.15
2734.4,3448.15,8961.7,485.4,625.1,5334.15,516.15,382.85,3583.9,823.8,135.6,5170.95,2517.35,123.1,934.4,940.7,2518.05,1432.5,3101.4,237.4,2406.6,528.75,899.05,1246.8,90.9,211.15,386.1,2017.95,1292.05,720.7,7612.9,18379.25,99.1,93.25,190.2,1995.5,276.9,24599.95,584,184.15,640.45,2909.3,983.25,1552.6,5354.75,467.1,162.05,384.4,219.15
2764.5,3444.05,8906.35,483.75,620.45,5295.2,509.7,381.1,3576.35,819.95,135.45,5205.1,2530.9,123.25,927.85,946.15,2558.65,1436.3,3110,240.55,2395.4,535.05,894.95,1255.8,90.95,209,387.2,1995.6,1287.6,720.6,7649.6,18390.25,99.35,93.05,189.85,1985.3,274.95,24013.2,592.35,183.85,643.65,2862.75,973.2,1567.15,5288.15,466.35,161.4,386.25,223.5
2775.55,3481.25,8870.45,503.85,623.8,5280.15,515.15,381.95,3567.8,826.6,135.35,5241.35,2542.7,123.65,933.4,950.5,2568.75,1425.05,3102.65,238.35,2387.55,527.5,900.15,1260.45,91.5,213.85,389.7,1994.05,1297,732.45,7691.3,18450.7,99.05,93.2,189.5,1987.5,279.4,23950.3,596.25,186.5,643.1,2928.25,977.95,1558.6,5290.8,469.3,160.4,388.1,224.95
2753.7,3522.45,8898.75,498.9,624.7,5216.2,517.1,395.35,3552.9,832.25,137.25,5272.25,2655.7,128,964.45,980.4,2578.5,1416,3043.85,254.3,2426.5,531.7,897.85,1288.25,93.85,213.4,403.1,1965.55,1314.6,749.1,7702.3,18377.95,99.05,96.95,188.45,1990.85,281.05,24034.2,604.4,191.3,693,3039.45,1001.95,1550.9,5327.2,473.15,170.25,396.4,219.05
2793.85,3492.65,8820.85,499.45,664.45,5119,514,392,3551.1,827.25,135.15,5286.9,2674.9,129.3,961.3,991.35,2651.85,1426.7,3067.2,250.3,2450.55,537.25,921.65,1293.8,93,211.45,395.25,1959.75,1306.3,740.1,7655.45,18558.25,97.6,94.95,188,1966.1,281.75,23895.5,603.45,193.2,680.55,3093,1003.85,1570.95,5341.2,471.25,169,406.3,222.5
2805.35,3462.7,8786.35,496.8,654.25,5030.3,525.3,387.3,3539.7,824.8,135.1,5288.3,2645.35,134,984.6,978.2,2638.85,1420.55,3083.55,259.05,2417.3,546.7,922.35,1282.1,94.1,205.4,401.7,1970.4,1314,736.1,7628.6,18515.25,97.85,96.95,196.15,1914.25,285.05,24824.35,605.3,195.4,683.8,3051.5,997.15,1572.6,5448.35,472.4,180.3,406.4,221.2
2792.25,3437.95,8988,513.85,671.1,5081,545.25,392.2,3552.8,826.55,136.5,5270.9,2649.8,133.45,993.85,962.55,2661.35,1416.25,3055.25,272.9,2368.85,541.1,952.05,1262.15,94.5,202.8,405.4,1952.4,1338.95,744.4,7566.05,18127.3,97,97.9,197.05,1911.15,287.7,25002.15,601.9,196.75,722.8,3032.8,994.75,1542.35,5397.95,482.5,185.5,406.75,218.95
2844.7,3529.15,9171.6,517,672.7,5082,540.25,400.15,3575.25,838.7,139.7,5338.25,2760.85,132.75,1004.3,994.65,2657.5,1431.65,3161.1,268.2,2391.2,542.05,939.8,1312.1,96.15,201.5,402.85,1970.7,1373.4,770.5,8014.9,18306.25,100.15,100.65,203.55,1933.7,286,25813.4,620.8,198.15,713.15,3120.9,1051.1,1548.6,5591.75,503.65,182.05,430.2,231.15
2849.3,3617.35,8986.1,508.35,666.95,4984.25,547.15,401.75,3612.85,856.85,141.7,5416.8,2777.15,135.7,1004.3,1055.1,2751.2,1451.45,3197.7,264.7,2429.1,544.7,929.1,1376.2,96,202.5,399.05,1938.15,1350,789.1,8232.75,18391.45,99,102.55,203.55,1897.25,282.5,25569.3,621,220.65,695.65,3176.45,1077.6,1563.9,5623.7,497.45,179.15,446.8,223.65
2720.55,3624.25,8959,511.25,675.7,5042.2,565.75,402.55,3631.65,843.15,146.65,5353.85,2881.65,141.4,1010.3,1062.1,2747.55,1481,3248.25,264.35,2375.9,548,927.65,1371.75,97.95,206.45,399.55,1903.45,1349.8,779.85,8188.05,17999.1,100.15,103.45,203.7,1957.05,292.5,25369.1,609.65,237.8,694.9,3174.85,1064.2,1527.1,5639,501.5,181.1,457.7,226.15
2703.7,3600.9,8793.65,536.65,687.8,4902.9,578.25,411.9,3621.15,841.7,145.8,5290,2868.65,141.25,1033.35,1055.95,2670.9,1470.65,3256.8,262.65,2372.35,556.5,942.75,1387.15,100.95,211.25,402.95,1882.1,1352.5,828.35,8139.85,18019.3,102.55,105.25,205,1938.8,306.8,24726.4,602.3,242.6,709.15,3158.95,1069.65,1505.8,5650.75,491.7,180.5,459,227.9
2663.9,3576.05,8747.35,536.95,676,4877.35,580.55,426.7,3665.45,840.9,146.65,5308.9,2886.6,144,1020.25,1027.7,2684.05,1468.75,3266.6,261.4,2398.55,553.3,969.7,1370.5,103.2,214.15,396.4,1892.65,1376.6,829.9,8149.45,18132.6,102.2,105.05,205.1,1960.6,307.25,24855.6,607.05,245.1,706.35,3250.7,1052.6,1489.95,5582.35,509.4,176.4,454.35,229.35
2590.9,3580.3,8636.1,527.95,674.85,4883.6,602.65,414.6,3609.05,823.7,143.25,5212.8,2857.3,138.5,1033.05,989.8,2632.75,1466.65,3203,253.35,2351.15,543,965.9,1344.95,101.3,217.85,394.2,1863.9,1354.15,819.65,8024.75,17834,100.45,101.4,203,1937.45,303.85,24413.8,604.3,260.3,705.9,3233.35,1007.3,1477.25,5452.25,522.55,175.6,438.55,224.9
2588.2,3563.75,8354.6,515.5,657,4719.85,586.95,409.55,3607.85,801.75,138.7,5052.1,2873,137.9,999.2,981.5,2566.5,1483.1,3163.15,243.15,2332.6,533.15,932.8,1312.05,98.3,219.75,383.1,1846.95,1336.05,809,7830.65,17630.7,97.55,96.65,195.75,1983.95,294.45,23846.9,581.45,245.95,666.7,3221.75,998.25,1503.55,5386,561.3,168.7,431.55,218
2645.05,3641,8924.15,532.8,668.75,4959.15,592.3,413.45,3601.25,822.45,140.1,5088.9,2883.5,139.65,1031.9,983.85,2656.95,1503.85,3232.9,251.55,2363.15,546.45,939.9,1316.65,98.55,218.85,395.4,1887,1369.85,808.05,7922.6,17754.7,99.65,98.1,199.65,2016.4,298.6,24374.5,596.55,258.65,681.1,3260.7,992.5,1519.9,5490.1,564,174,430.25,225.05
2697.25,3643.95,8938.25,558.6,675.75,4981.95,596.15,413.85,3592.3,832.8,141.5,5080.65,2881.55,138,1034.7,999.25,2688.15,1492,3275.6,252.1,2355.95,551,947.7,1339.45,98.3,217.65,400.9,1883.6,1382.65,824.5,8144.95,17681.3,98.3,98.85,196.15,2054.7,302.55,23979.95,594.7,274.9,690.15,3308.8,1019.45,1531.3,5547.1,576.35,173.7,444.95,228.6
2716.35,3703.3,9052.8,547.65,675.85,5118.3,581.35,408.3,3630.8,812.75,137.35,5052.2,2926.6,133.75,1017.1,993.3,2663,1474.8,3247.3,248.9,2367.65,552.7,925.85,1339.7,96.7,213.7,393.3,1857.8,1371.3,808.25,8076.75,17716.3,96.1,94.7,195.15,2099.4,294.85,23719,582.9,290.6,666.7,3273.85,1004.7,1517.3,5543.45,584.55,169.05,445.8,225.05
2596.65,4089.5,9071,535.8,644.5,4972.55,576.85,396.05,3608,808.3,133.2,5036.9,2972.6,134.05,1004,985.8,2589.45,1443.55,3374.9,239.2,2409.35,533.8,893.3,1340.85,95.7,210.7,375.4,1828,1362.1,798.4,8048.85,17589.6,94.05,92.75,194.2,2049.6,283.7,23694.3,575.2,289.35,647,3303.1,980.85,1491.2,5534.8,566.95,165.55,444.75,219.3
2513.95,4168.95,9198.9,523.65,658.4,4908.7,580.75,387.3,3613.55,836.8,131.85,5082.4,2869.55,132.95,1069.75,947.5,2551.4,1462.85,3474.95,240.3,2399.6,538.05,849.15,1325.1,93.45,207.8,382.45,1794.4,1361.3,794.55,7981.5,17415.25,93.2,91.35,190.2,1941,280.95,23255.65,586.4,279.15,651.95,3291.3,972.05,1499.85,5368.4,588.15,165.2,437.25,223.7
2436.6,4146.35,9126.1,518.85,632.1,4845,570.8,380.6,3610.75,842.5,129.15,4909.3,2789.9,127.7,1061.55,955.5,2467,1409.6,3358.55,231.4,2391.3,522.35,820.15,1301,91.4,210.65,376.25,1764.7,1359.85,769.95,7870.9,17538.1,91.3,89.7,192.35,1895,275.65,22820.2,569.8,267.5,626,3261.05,997.1,1440.7,5404.85,574.25,162.95,446.45,221.1
